id,target_cell,method,measured_gap,measured_fail,pred_gap
20211212_55149__346635__36::fsp__hepg2__0,HepG2,fsp,3.446,0,1.8149772
20211212_122659__199840__1397::fsp__sknsh__4,SKNSH,fsp,2.737,0,0.31785792
20211210_213457__76910589__75::al_uc__k562__0,K562,al_uc,3.77,0,6.699573
20211207_224529__679056__3835::sa__k562__2,K562,sa,3.533,0,0.785416
20211207_112927__175796__1008::sa__hepg2__0,HepG2,sa,5.933,0,1.0472628
20211212_10357__323391__1456::fsp__k562__0,K562,fsp,6.8,0,3.791016
20211212_10357__323391__1443::fsp__k562__0,K562,fsp,7.156,0,3.5050437
20211212_52639__969454__502::fsp__hepg2__1,HepG2,fsp,2.866,0,0.7371247
20211208_15040__72147769__59::al__hepg2__0,HepG2,al,4.242,0,1.412519
20211207_234119__367484__4337::sa__k562__3,K562,sa,3.902,0,0.40481722
20211207_141610__992334__1842::sa__sknsh__0,SKNSH,sa,1.996,0,-0.80326605
20211210_223112__860883__243::hmc__sknsh__0,SKNSH,hmc,1.142,0,-0.021455318
20211206_24503__33072627__1506::al__hepg2__0,HepG2,al,4.054,0,1.4862163
20211214_111905__704605__667::sa_rep__sknsh__0,SKNSH,sa_rep,-0.188,1,0.24717784
20211210_221910__955552__474::hmc__hepg2__0,HepG2,hmc,0.463,0,0.8192333
20211206_221956__59439361__436::al__k562__0,K562,al,5.957,0,4.2798104
20211213_142013__546823__7::hmc__hepg2__0,HepG2,hmc,-2.196,1,-0.41034055
20211207_224529__679056__108::sa__k562__0,K562,sa,4.655,0,4.0754037
20211214_100033__420816__399::sa_rep__hepg2__0,HepG2,sa_rep,2.894,0,1.6591866
20211214_111905__704605__2123::sa_rep__sknsh__0,SKNSH,sa_rep,0.606,0,-0.014323384
20211207_175000__383007__1563::sa__sknsh__0,SKNSH,sa,3.118,0,-0.14556462
20211214_94001__624120__1108::sa_rep__k562__0,K562,sa_rep,3.782,0,1.3281037
20211206_221956__59439361__1614::al__k562__0,K562,al,5.479,0,2.3717437
20211212_92818__893131__648::fsp__k562__1,K562,fsp,2.839,0,0.72311425
20211207_212124__46481152__1470::al__sknsh__0,SKNSH,al,3.104,0,0.88416666
20211212_55149__346635__485::fsp__hepg2__0,HepG2,fsp,2.447,0,1.7070947
20211210_223336__628085__343::hmc__sknsh__0,SKNSH,hmc,0.103,0,0.088282615
20211207_112927__175796__1575::sa__hepg2__0,HepG2,sa,1.991,0,1.4552112
20211206_221956__59439361__395::al__k562__0,K562,al,5.403,0,3.7843955
20211210_223713__377193__14::hmc__sknsh__0,SKNSH,hmc,0.987,0,0.10289191
20211210_221309__146215__153::hmc__k562__0,K562,hmc,2.774,0,0.70814574
20211212_55149__346635__515::fsp__hepg2__1,HepG2,fsp,1.402,0,1.3020432
20211210_222848__670473__44::hmc__hepg2__0,HepG2,hmc,0.85,0,0.34139335
20211214_94001__624120__1222::sa_rep__k562__0,K562,sa_rep,2.424,0,1.3660312
20211207_234119__367484__5009::sa__k562__4,K562,sa,4.383,0,1.3729086
20211212_45907__313665__317::fsp__hepg2__0,HepG2,fsp,5.11,0,2.8400471
20211212_14909__942569__287::fsp__sknsh__0,SKNSH,fsp,3.889,0,-0.46899343
20211206_30049__12002023__24::al__k562__3,K562,al,5.191,0,0.61553043
20211212_52639__969454__1730::fsp__hepg2__5,HepG2,fsp,4.183,0,1.5524373
20211207_100944__255626__1666::sa__hepg2__0,HepG2,sa,2.164,0,1.4795393
20211214_100033__420816__2507::sa_rep__hepg2__0,HepG2,sa_rep,0.2,0,0.8827508
20211212_75659__621411__1232::fsp__sknsh__3,SKNSH,fsp,0.573,0,-0.07625124
20211207_141610__992334__2262::sa__sknsh__1,SKNSH,sa,2.256,0,0.102760196
20211206_24503__33072627__1312::al__hepg2__0,HepG2,al,1.989,0,1.4287007
20211206_221956__59439361__3377::al__k562__0,K562,al,5.153,0,1.5070832
20211210_221910__955552__350::hmc__hepg2__0,HepG2,hmc,-1.486,1,-0.131191
20211212_24754__730114__11::fsp__k562__0,K562,fsp,2.577,0,2.3538833
20211212_92818__893131__1350::fsp__k562__4,K562,fsp,2.083,0,-0.10518424
20211207_100944__255626__6368::sa__hepg2__5,HepG2,sa,1.304,0,0.7772368
20211207_195336__853804__1045::sa__k562__0,K562,sa,4.34,0,2.7071514
20211212_52639__969454__103::fsp__hepg2__0,HepG2,fsp,2.872,0,2.2933404
20211207_214935__668330__688::sa__k562__0,K562,sa,7.162,0,2.58621
20211212_52639__969454__270::fsp__hepg2__0,HepG2,fsp,4.737,0,1.9563398
20211207_185623__627393__6885::sa__sknsh__5,SKNSH,sa,0.807,0,-0.23926798
20211207_112927__175796__5465::sa__hepg2__4,HepG2,sa,2.032,0,0.7480441
20211208_30316__14438156__84::al__hepg2__4,HepG2,al,-0.071,1,1.3353959
20211210_221309__146215__7::hmc__k562__0,K562,hmc,2.086,0,0.51421255
20211212_52639__969454__622::fsp__hepg2__1,HepG2,fsp,3.607,0,2.5752885
20211214_100033__420816__143::sa_rep__hepg2__0,HepG2,sa_rep,0.192,0,1.3551747
20211210_222513__906641__385::hmc__hepg2__0,HepG2,hmc,1.075,0,0.37481377
20211206_25708__20020621__73::al__hepg2__4,HepG2,al,2.79,0,1.0408885
20211214_100033__420816__1692::sa_rep__hepg2__0,HepG2,sa_rep,3.056,0,0.75334626
20211207_205407__862697__4189::sa__k562__3,K562,sa,5.421,0,2.6100745
20211206_30121__14176776__6::al__k562__4,K562,al,5.418,0,1.1149161
20211207_212124__46481152__897::al__sknsh__0,SKNSH,al,1.514,0,-0.58381736
20211207_212124__46481152__1191::al__sknsh__0,SKNSH,al,0.825,0,0.5285995
20211214_94001__624120__722::sa_rep__k562__0,K562,sa_rep,0.527,0,1.545582
20211207_214935__668330__4133::sa__k562__3,K562,sa,3.622,0,1.0380222
20211214_100033__420816__2003::sa_rep__hepg2__0,HepG2,sa_rep,0.529,0,0.561116
20211212_92818__893131__635::fsp__k562__1,K562,fsp,0.865,0,0.42577145
20211212_12620__229779__174::fsp__hepg2__0,HepG2,fsp,0.614,0,1.7421031
20211213_141525__841365__156::hmc__hepg2__0,HepG2,hmc,-1.312,1,-0.054439045
20211207_195336__853804__1284::sa__k562__0,K562,sa,3.573,0,0.8402768
20211212_82245__817810__484::fsp__sknsh__0,SKNSH,fsp,0.444,0,0.14652875
20211207_85512__472183__889::sa__hepg2__0,HepG2,sa,4.583,0,1.3007877
20211207_185623__627393__4441::sa__sknsh__3,SKNSH,sa,1.211,0,0.09512243
20211210_222135__426940__84::hmc__hepg2__0,HepG2,hmc,2.382,0,1.3978899
20211212_75659__621411__1602::fsp__sknsh__5,SKNSH,fsp,4.351,0,0.3805014
20211212_61436__944763__85::fsp__hepg2__0,HepG2,fsp,3.519,0,1.5115274
20211212_24754__730114__1667::fsp__k562__5,K562,fsp,3.829,0,0.34661257
20211212_75659__621411__1463::fsp__sknsh__4,SKNSH,fsp,2.66,0,0.16286409
20211212_55149__346635__1536::fsp__hepg2__5,HepG2,fsp,2.956,0,1.9845546
20211206_221956__59439361__2346::al__k562__0,K562,al,6.047,0,3.6895308
20211210_223938__220016__358::hmc__sknsh__0,SKNSH,hmc,1.963,0,0.2959222
20211206_221956__59439361__3866::al__k562__0,K562,al,5.555,0,2.056583
20211212_61436__944763__799::fsp__hepg2__2,HepG2,fsp,3.478,0,1.804784
20211212_122659__199840__480::fsp__sknsh__0,SKNSH,fsp,3.18,0,-0.40218997
20211212_85225__619474__344::fsp__k562__0,K562,fsp,4.568,0,3.0322711
20211207_112927__175796__3604::sa__hepg2__2,HepG2,sa,2.479,0,1.0395161
20211207_224529__679056__1452::sa__k562__0,K562,sa,3.293,0,2.9155204
20211212_61436__944763__259::fsp__hepg2__0,HepG2,fsp,3.679,0,1.1239636
20211210_222400__878831__306::hmc__hepg2__0,HepG2,hmc,1.685,0,0.5262368
20211212_52639__969454__451::fsp__hepg2__0,HepG2,fsp,4.538,0,2.8039079
20211214_94001__624120__1422::sa_rep__k562__0,K562,sa_rep,3.054,0,2.7522378
20211214_111905__704605__2471::sa_rep__sknsh__0,SKNSH,sa_rep,0.43,0,0.29235804
20211207_195336__853804__525::sa__k562__0,K562,sa,6.361,0,2.9900525
20211210_223449__975596__311::hmc__sknsh__0,SKNSH,hmc,1.9,0,0.5699459
20211207_112927__175796__2004::sa__hepg2__1,HepG2,sa,1.861,0,0.8518938
20211212_55149__346635__1397::fsp__hepg2__4,HepG2,fsp,0.888,0,0.9615922
20211213_141749__270660__279::hmc__hepg2__0,HepG2,hmc,-1.052,1,-1.2680578
20211206_24503__33072627__1728::al__hepg2__0,HepG2,al,-0.51,1,1.6154276
20211210_221910__955552__478::hmc__hepg2__0,HepG2,hmc,0.41,0,0.39792126
20211207_214935__668330__1292::sa__k562__0,K562,sa,4.968,0,4.1661596
20211212_52639__969454__1729::fsp__hepg2__5,HepG2,fsp,3.218,0,1.5251983
20211207_195336__853804__1564::sa__k562__0,K562,sa,7.893,0,3.8358698
20211206_24503__33072627__1721::al__hepg2__0,HepG2,al,2.133,0,1.7326555
20211212_92818__893131__90::fsp__k562__0,K562,fsp,6.844,0,4.121195
20211210_220554__102599__318::hmc__k562__0,K562,hmc,5.087,0,2.3110843
20211206_30049__12002023__1::al__k562__3,K562,al,1.293,0,2.202457
20211210_200854__270206__45::fsp_uc__sknsh__0,SKNSH,fsp_uc,1.668,0,0.7465186
20211207_85512__472183__3157::sa__hepg2__2,HepG2,sa,0.344,0,0.7423966
20211210_221421__693103__286::hmc__k562__0,K562,hmc,2.053,0,0.63261116
20211212_73316__958155__1139::fsp__sknsh__3,SKNSH,fsp,3.955,0,0.65939474
20211210_222736__775920__234::hmc__hepg2__0,HepG2,hmc,2.149,0,0.67510116
20211212_22207__477844__1076::fsp__k562__3,K562,fsp,2.987,0,0.22776844
20211214_100033__420816__1750::sa_rep__hepg2__0,HepG2,sa_rep,1.65,0,1.0814333
20211207_195336__853804__2424::sa__k562__1,K562,sa,0.047,0,0.82231545
20211212_14909__942569__632::fsp__sknsh__0,SKNSH,fsp,2.839,0,-0.7360625
20211212_82245__817810__156::fsp__sknsh__0,SKNSH,fsp,2.248,0,-0.46874714
20211214_111905__704605__3248::sa_rep__sknsh__0,SKNSH,sa_rep,0.679,0,-1.0224
20211207_214935__668330__146::sa__k562__0,K562,sa,7.965,0,3.2289639
20211214_100033__420816__2443::sa_rep__hepg2__0,HepG2,sa_rep,2.734,0,0.27950865
20211214_111905__704605__717::sa_rep__sknsh__0,SKNSH,sa_rep,-1.062,1,0.18502659
20211214_100033__420816__2405::sa_rep__hepg2__0,HepG2,sa_rep,0.215,0,0.62358224
20211214_100033__420816__2300::sa_rep__hepg2__0,HepG2,sa_rep,0.528,0,0.4257552
20211212_55149__346635__1338::fsp__hepg2__4,HepG2,fsp,1.298,0,0.5321276
20211212_61436__944763__1101::fsp__hepg2__3,HepG2,fsp,1.565,0,1.7508489
20211207_112927__175796__1711::sa__hepg2__0,HepG2,sa,3.334,0,2.2938495
20211214_111905__704605__2006::sa_rep__sknsh__0,SKNSH,sa_rep,5.033,0,-0.08411026
20211214_111905__704605__823::sa_rep__sknsh__0,SKNSH,sa_rep,-0.067,1,0.30061695
20211207_214935__668330__6529::sa__k562__5,K562,sa,5.152,0,0.82042724
20211214_100033__420816__2018::sa_rep__hepg2__0,HepG2,sa_rep,1.144,0,0.66578764
20211207_234119__367484__6874::sa__k562__5,K562,sa,5.514,0,0.99155134
20211208_1204__58877652__78::al__k562__2,K562,al,4.685,0,2.1425135
20211210_221044__191551__455::hmc__k562__0,K562,hmc,2.32,0,2.0881886
20211212_85225__619474__456::fsp__k562__0,K562,fsp,4.648,0,3.470028
20211207_163007__848589__1793::sa__sknsh__0,SKNSH,sa,1.39,0,0.6294628
20211207_63610__124703__3473::sa__hepg2__2,HepG2,sa,2.487,0,0.48028007
20211212_14909__942569__263::fsp__sknsh__0,SKNSH,fsp,2.895,0,-0.009489536
20211212_24754__730114__1567::fsp__k562__5,K562,fsp,2.685,0,0.055918545
20211214_111905__704605__3133::sa_rep__sknsh__0,SKNSH,sa_rep,-0.304,1,-0.2685971
20211210_221533__849423__426::hmc__k562__0,K562,hmc,4.348,0,0.32192913
20211207_195336__853804__4686::sa__k562__3,K562,sa,1.797,0,0.5312719
20211210_221910__955552__160::hmc__hepg2__0,HepG2,hmc,1.708,0,1.0806563
20211212_45907__313665__1174::fsp__hepg2__3,HepG2,fsp,2.654,0,1.6870611
20211210_224050__335618__182::hmc__sknsh__0,SKNSH,hmc,1.366,0,0.26829362
20211214_100033__420816__2921::sa_rep__hepg2__0,HepG2,sa_rep,0.854,0,1.2204207
20211214_111905__704605__231::sa_rep__sknsh__0,SKNSH,sa_rep,-0.301,1,0.49141973
20211207_175000__383007__6358::sa__sknsh__5,SKNSH,sa,1.502,0,0.17807624
20211206_221956__59439361__3443::al__k562__0,K562,al,7.242,0,2.0738742
20211214_111905__704605__2507::sa_rep__sknsh__0,SKNSH,sa_rep,2.195,0,-0.35215566
20211212_24754__730114__180::fsp__k562__0,K562,fsp,4.882,0,1.0992849
20211207_141610__992334__194::sa__sknsh__0,SKNSH,sa,2.159,0,0.06964144
20211206_221956__59439361__2881::al__k562__0,K562,al,5.879,0,2.2154977
20211207_214935__668330__4987::sa__k562__3,K562,sa,5.062,0,0.9542278
20211214_100033__420816__452::sa_rep__hepg2__0,HepG2,sa_rep,0.524,0,0.84451675
20211213_141749__270660__157::hmc__hepg2__0,HepG2,hmc,-2.559,1,-0.9204592
20211210_221309__146215__480::hmc__k562__0,K562,hmc,0.763,0,0.8815789
20211214_111905__704605__3689::sa_rep__sknsh__0,SKNSH,sa_rep,0.744,0,0.35839495
20211212_10357__323391__345::fsp__k562__0,K562,fsp,5.98,0,6.12034
20211212_122659__199840__1490::fsp__sknsh__4,SKNSH,fsp,2.187,0,0.15439221
20211212_22207__477844__1301::fsp__k562__4,K562,fsp,5.839,0,0.41590452
20211212_52639__969454__1727::fsp__hepg2__5,HepG2,fsp,2.254,0,1.5174742
20211214_100033__420816__168::sa_rep__hepg2__0,HepG2,sa_rep,-0.071,1,0.9669014
20211212_14909__942569__1907::fsp__sknsh__0,SKNSH,fsp,2.165,0,0.35233402
20211212_61436__944763__545::fsp__hepg2__1,HepG2,fsp,1.713,0,1.2235804
20211210_211422__435253__645::fsp_uc__sknsh__0,SKNSH,fsp_uc,3.138,0,0.17377639
20211206_24503__33072627__259::al__hepg2__0,HepG2,al,1.165,0,1.5564387
20211207_234119__367484__1285::sa__k562__0,K562,sa,4.024,0,3.1772466
20211212_61436__944763__955::fsp__hepg2__2,HepG2,fsp,3.585,0,1.238432
20211214_100033__420816__3548::sa_rep__hepg2__0,HepG2,sa_rep,2.385,0,0.039152175
20211210_203549__293740__1493::sa_uc__k562__0,K562,sa_uc,3.971,0,6.298703
20211207_212124__46481152__3521::al__sknsh__0,SKNSH,al,2.919,0,-0.022329807
20211207_100944__255626__2268::sa__hepg2__1,HepG2,sa,3.49,0,1.1538129
20211214_100033__420816__1645::sa_rep__hepg2__0,HepG2,sa_rep,2.476,0,1.6173317
20211214_94001__624120__1293::sa_rep__k562__0,K562,sa_rep,0.724,0,1.0783443
20211206_24503__33072627__914::al__hepg2__0,HepG2,al,0.539,0,1.637022
20211207_212124__46481152__2053::al__sknsh__0,SKNSH,al,4.394,0,-0.4191113
20211212_92818__893131__108::fsp__k562__0,K562,fsp,6.431,0,3.7493885
20211214_100033__420816__396::sa_rep__hepg2__0,HepG2,sa_rep,0.927,0,0.2607615
20211214_94001__624120__983::sa_rep__k562__0,K562,sa_rep,0.871,0,2.3449767
20211212_73316__958155__1656::fsp__sknsh__5,SKNSH,fsp,3.241,0,-0.358293
20211212_82245__817810__944::fsp__sknsh__2,SKNSH,fsp,1.14,0,0.052059483
20211207_100944__255626__6895::sa__hepg2__5,HepG2,sa,2.239,0,1.1479402
20211208_52650__84057002__23::al__sknsh__4,SKNSH,al,2.881,0,-0.028304987
20211214_111905__704605__2760::sa_rep__sknsh__0,SKNSH,sa_rep,-1.337,1,0.113270044
20211207_100944__255626__6864::sa__hepg2__5,HepG2,sa,2.213,0,0.88869953
20211212_52639__969454__1699::fsp__hepg2__5,HepG2,fsp,1.217,0,0.8843874
20211210_223000__164483__342::hmc__sknsh__0,SKNSH,hmc,2.064,0,-0.171556
20211212_10357__323391__493::fsp__k562__0,K562,fsp,4.887,0,4.718605
20211210_223000__164483__43::hmc__sknsh__0,SKNSH,hmc,0.962,0,0.13899612
20211214_111905__704605__1401::sa_rep__sknsh__0,SKNSH,sa_rep,1.601,0,0.21005228
20211212_52639__969454__814::fsp__hepg2__2,HepG2,fsp,1.759,0,0.58537203
20211213_141901__715602__58::hmc__hepg2__0,HepG2,hmc,-3.068,1,-0.22508085
20211207_85512__472183__2478::sa__hepg2__1,HepG2,sa,1.294,0,0.785281
20211214_100033__420816__2971::sa_rep__hepg2__0,HepG2,sa_rep,0.258,0,0.30252817
20211207_73549__261982__5903::sa__hepg2__4,HepG2,sa,2.289,0,0.9527825
20211206_221956__59439361__830::al__k562__0,K562,al,8.275,0,4.1271296
20211212_55149__346635__1245::fsp__hepg2__3,HepG2,fsp,3.771,0,1.468211
20211212_92818__893131__258::fsp__k562__0,K562,fsp,6.534,0,4.356004
20211206_30049__12002023__13::al__k562__3,K562,al,5.789,0,1.834799
20211207_112927__175796__245::sa__hepg2__0,HepG2,sa,6.214,0,2.0724816
20211210_220932__827123__189::hmc__k562__0,K562,hmc,1.492,0,0.19068527
20211207_63610__124703__1677::sa__hepg2__0,HepG2,sa,1.596,0,1.3990493
20211207_205407__862697__2032::sa__k562__1,K562,sa,3.246,0,0.9104558
20211212_82245__817810__1476::fsp__sknsh__4,SKNSH,fsp,3.511,0,0.82486606
20211207_212124__46481152__437::al__sknsh__0,SKNSH,al,1.659,0,-0.32065272
20211212_85225__619474__996::fsp__k562__2,K562,fsp,5.047,0,0.6451004
20211214_111905__704605__1483::sa_rep__sknsh__0,SKNSH,sa_rep,0.475,0,0.047471583
20211214_111905__704605__3399::sa_rep__sknsh__0,SKNSH,sa_rep,0.051,0,-0.07141774
20211207_195336__853804__813::sa__k562__0,K562,sa,6.019,0,1.9298348
20211207_205407__862697__964::sa__k562__0,K562,sa,5.122,0,4.1956797
20211207_234119__367484__579::sa__k562__0,K562,sa,7.284,0,3.640409
20211214_100033__420816__65::sa_rep__hepg2__0,HepG2,sa_rep,1.391,0,0.72816503
20211212_55149__346635__1732::fsp__hepg2__5,HepG2,fsp,2.943,0,1.1097982
20211207_152258__777391__291::sa__sknsh__0,SKNSH,sa,1.031,0,0.59621274
20211207_195336__853804__575::sa__k562__0,K562,sa,6.526,0,3.197057
20211212_12620__229779__712::fsp__hepg2__0,HepG2,fsp,0.195,0,1.829987
20211210_223825__729421__6::hmc__sknsh__0,SKNSH,hmc,1.95,0,0.25236905
20211212_45907__313665__1108::fsp__hepg2__3,HepG2,fsp,1.825,0,1.4085569
20211207_212124__46481152__3613::al__sknsh__0,SKNSH,al,4.293,0,0.3358462
20211207_205407__862697__2087::sa__k562__1,K562,sa,1.185,0,0.46961588
20211207_234119__367484__447::sa__k562__0,K562,sa,5.227,0,2.6925936
20211212_14909__942569__457::fsp__sknsh__0,SKNSH,fsp,3.28,0,-0.37987876
20211207_100944__255626__4998::sa__hepg2__3,HepG2,sa,1.891,0,0.75932163
20211214_100033__420816__1424::sa_rep__hepg2__0,HepG2,sa_rep,-1.657,1,1.5059007
20211206_24503__33072627__2066::al__hepg2__0,HepG2,al,2.262,0,2.8926275
20211210_223223__132172__34::hmc__sknsh__0,SKNSH,hmc,1.581,0,-0.07757491
20211212_82245__817810__1553::fsp__sknsh__5,SKNSH,fsp,1.147,0,0.6429088
20211212_55149__346635__444::fsp__hepg2__0,HepG2,fsp,5.228,0,2.3895068
20211212_55149__346635__1366::fsp__hepg2__4,HepG2,fsp,1.607,0,0.41292745
20211214_100033__420816__1845::sa_rep__hepg2__0,HepG2,sa_rep,0.447,0,0.84794676
20211210_221309__146215__416::hmc__k562__0,K562,hmc,4.335,0,1.2608219
20211207_212124__46481152__3572::al__sknsh__0,SKNSH,al,4.324,0,0.5656229
20211212_10357__323391__460::fsp__k562__0,K562,fsp,5.491,0,2.9292655
20211214_100033__420816__2558::sa_rep__hepg2__0,HepG2,sa_rep,0.521,0,1.1618369
20211207_175000__383007__1391::sa__sknsh__0,SKNSH,sa,2.691,0,0.47534484
20211207_195336__853804__5479::sa__k562__4,K562,sa,4.616,0,1.4091284
20211212_45907__313665__1549::fsp__hepg2__5,HepG2,fsp,2.69,0,1.2910632
20211207_141610__992334__67::sa__sknsh__0,SKNSH,sa,5.063,0,-0.1902067
20211210_195715__852420__211::fsp_uc__k562__0,K562,fsp_uc,3.476,0,6.258025
20211210_223000__164483__372::hmc__sknsh__0,SKNSH,hmc,1.616,0,-0.34161335
20211212_45907__313665__1702::fsp__hepg2__5,HepG2,fsp,0.996,0,0.3179438
20211212_75659__621411__16::fsp__sknsh__0,SKNSH,fsp,2.296,0,-0.057252586
20211207_85512__472183__3627::sa__hepg2__2,HepG2,sa,2.915,0,0.75130045
20211214_94001__624120__586::sa_rep__k562__0,K562,sa_rep,0.256,0,2.3759775
20211207_163007__848589__6347::sa__sknsh__5,SKNSH,sa,2.563,0,0.8104765
20211212_22207__477844__895::fsp__k562__2,K562,fsp,1.786,0,0.2969256
20211208_54338__84059769__55::al__sknsh__5,SKNSH,al,1.956,0,0.21977769
20211212_22207__477844__169::fsp__k562__0,K562,fsp,3.951,0,2.6063654
20211210_220554__102599__247::hmc__k562__0,K562,hmc,3.092,0,0.8411695
20211206_25000__47760442__65::al__sknsh__1,SKNSH,al,1.623,0,0.15016007
20211207_163007__848589__1369::sa__sknsh__0,SKNSH,sa,3.267,0,0.6503506
20211207_63610__124703__5337::sa__hepg2__4,HepG2,sa,2.467,0,0.98840344
20211207_234119__367484__1715::sa__k562__0,K562,sa,5.194,0,1.3854223
20211207_185623__627393__358::sa__sknsh__0,SKNSH,sa,5.012,0,0.20627847
20211207_195336__853804__905::sa__k562__0,K562,sa,4.484,0,2.1873274
20211212_82245__817810__744::fsp__sknsh__1,SKNSH,fsp,2.745,0,0.27526125
20211207_214935__668330__6866::sa__k562__5,K562,sa,2.175,0,1.0162185
20211207_234119__367484__2765::sa__k562__1,K562,sa,4.988,0,1.4466636
20211210_221910__955552__183::hmc__hepg2__0,HepG2,hmc,1.842,0,0.71945536
20211207_234119__367484__1350::sa__k562__0,K562,sa,4.102,0,2.3906934
20211213_141901__715602__23::hmc__hepg2__0,HepG2,hmc,-1.798,1,-0.083191365
20211210_220819__498877__209::hmc__k562__0,K562,hmc,1.183,0,0.66662514
20211214_100033__420816__41::sa_rep__hepg2__0,HepG2,sa_rep,1.916,0,1.0737541
20211210_223938__220016__5::hmc__sknsh__0,SKNSH,hmc,1.03,0,0.21021442
20211207_212124__46481152__2653::al__sknsh__0,SKNSH,al,1.889,0,0.38820148
20211210_221646__981484__156::hmc__k562__0,K562,hmc,3.464,0,2.1582458
20211210_223713__377193__153::hmc__sknsh__0,SKNSH,hmc,0.003,0,0.03940314
20211212_45907__313665__1183::fsp__hepg2__3,HepG2,fsp,2.804,0,1.2767684
20211212_73316__958155__1457::fsp__sknsh__4,SKNSH,fsp,2.103,0,0.6726855
20211208_32239__17214778__12::al__hepg2__5,HepG2,al,3.009,0,2.0595453
20211207_141610__992334__5135::sa__sknsh__4,SKNSH,sa,0.367,0,0.22360799
20211213_141525__841365__259::hmc__hepg2__0,HepG2,hmc,-3.434,1,-0.76717335
20211207_100944__255626__5592::sa__hepg2__4,HepG2,sa,1.755,0,-0.023472264
20211207_234119__367484__4851::sa__k562__3,K562,sa,6.005,0,1.1613659
20211207_212124__46481152__993::al__sknsh__0,SKNSH,al,1.252,0,0.23774818
20211206_24503__33072627__523::al__hepg2__0,HepG2,al,4.139,0,2.3838844
20211210_222625__481558__158::hmc__hepg2__0,HepG2,hmc,1.164,0,0.15272117
20211207_152258__777391__1628::sa__sknsh__0,SKNSH,sa,4.751,0,-0.0027236938
20211210_220554__102599__450::hmc__k562__0,K562,hmc,2.013,0,0.57861674
20211210_220707__684703__179::hmc__k562__0,K562,hmc,1.825,0,0.75525653
20211207_224529__679056__1136::sa__k562__0,K562,sa,4.5,0,1.8313229
20211207_224529__679056__1957::sa__k562__0,K562,sa,3.413,0,3.3607004
20211212_24754__730114__1540::fsp__k562__5,K562,fsp,3.33,0,0.66702294
20211207_212124__46481152__250::al__sknsh__0,SKNSH,al,2.142,0,0.28078002
20211207_100944__255626__2230::sa__hepg2__1,HepG2,sa,2.87,0,1.5710801
20211212_24754__730114__608::fsp__k562__1,K562,fsp,5.435,0,3.280136
20211207_100944__255626__2480::sa__hepg2__1,HepG2,sa,3.097,0,1.148962
20211212_24754__730114__1261::fsp__k562__4,K562,fsp,3.737,0,0.54957134
20211210_221646__981484__304::hmc__k562__0,K562,hmc,1.491,0,0.103657745
20211206_24503__33072627__3070::al__hepg2__0,HepG2,al,0.157,0,2.3204508
20211207_233624__81641919__32::al__k562__0,K562,al,6.553,0,4.0692735
20211207_112927__175796__4918::sa__hepg2__3,HepG2,sa,4.175,0,1.585634
20211212_22207__477844__1722::fsp__k562__5,K562,fsp,2.799,0,-0.2040984
20211212_92818__893131__962::fsp__k562__2,K562,fsp,3.25,0,0.31046823
20211214_111905__704605__1285::sa_rep__sknsh__0,SKNSH,sa_rep,1.085,0,0.018344462
20211212_73316__958155__257::fsp__sknsh__0,SKNSH,fsp,1.87,0,-0.052227855
20211210_222135__426940__30::hmc__hepg2__0,HepG2,hmc,1.599,0,0.8178705
20211214_111905__704605__1987::sa_rep__sknsh__0,SKNSH,sa_rep,1.886,0,-0.4652294
20211206_221956__59439361__3348::al__k562__0,K562,al,5.083,0,2.0601432
20211206_221956__59439361__72::al__k562__0,K562,al,3.879,0,3.204007
20211207_73549__261982__5289::sa__hepg2__4,HepG2,sa,1.54,0,0.85499966
20211207_163007__848589__1890::sa__sknsh__0,SKNSH,sa,2.758,0,-0.09086549
20211212_10357__323391__1512::fsp__k562__0,K562,fsp,5.911,0,2.5551348
20211214_100033__420816__3305::sa_rep__hepg2__0,HepG2,sa_rep,0.76,0,0.9760078
20211212_122659__199840__355::fsp__sknsh__0,SKNSH,fsp,5.005,0,-0.120143935
20211206_221956__59439361__2747::al__k562__0,K562,al,5.344,0,3.5266364
20211210_222135__426940__194::hmc__hepg2__0,HepG2,hmc,0.429,0,0.19584566
20211207_112927__175796__3307::sa__hepg2__2,HepG2,sa,4.342,0,0.9145358
20211214_111905__704605__1422::sa_rep__sknsh__0,SKNSH,sa_rep,2.223,0,-0.32756132
20211207_163007__848589__545::sa__sknsh__0,SKNSH,sa,2.028,0,-0.57990897
20211207_234119__367484__3490::sa__k562__2,K562,sa,2.538,0,1.2943833
20211207_212124__46481152__2473::al__sknsh__0,SKNSH,al,0.078,0,0.11162394
20211206_24503__33072627__2462::al__hepg2__0,HepG2,al,0.736,0,1.4424356
20211212_52639__969454__324::fsp__hepg2__0,HepG2,fsp,2.384,0,1.1893051
20211207_112927__175796__253::sa__hepg2__0,HepG2,sa,1.873,0,2.0167189
20211214_94001__624120__288::sa_rep__k562__0,K562,sa_rep,1.472,0,1.7937118
20211212_122659__199840__1255::fsp__sknsh__4,SKNSH,fsp,2.421,0,-0.209104
20211214_111905__704605__867::sa_rep__sknsh__0,SKNSH,sa_rep,-0.234,1,-1.0151837
20211212_10357__323391__1620::fsp__k562__0,K562,fsp,6.46,0,3.7217395
20211206_30151__45259191__7::al__k562__5,K562,al,2.711,0,2.1258388
20211207_100944__255626__1092::sa__hepg2__0,HepG2,sa,0.94,0,1.0442502
