id,label,act_gap,acc_binary_gap,acc_logsignal_gap
20211207_205407__862697__2384::sa__k562__1,0,1.547478,0.716215,0.950816
20211210_223000__164483__304::hmc__sknsh__0,0,-0.138750,0.045212,0.086596
20211207_163007__848589__1095::sa__sknsh__0,0,0.206211,-0.018972,-0.145845
20211207_152258__777391__499::sa__sknsh__0,0,0.187190,-0.009674,0.021536
20211210_220819__498877__494::hmc__k562__0,0,0.392444,0.279669,0.376851
20211207_100944__255626__4331::sa__hepg2__3,0,0.068339,-0.099144,-0.288937
20211210_223938__220016__234::hmc__sknsh__0,0,0.329515,-0.030708,-0.077423
20211207_234119__367484__4726::sa__k562__3,0,0.405033,0.273054,0.316869
20211212_92818__893131__1383::fsp__k562__4,0,0.054893,0.129373,0.159464
20211207_185623__627393__2257::sa__sknsh__1,0,-0.071228,-0.012921,-0.215501
20211210_221910__955552__294::hmc__hepg2__0,0,0.844221,0.316432,0.467209
20211210_221421__693103__365::hmc__k562__0,0,0.534657,0.379654,0.500627
20211212_45907__313665__902::fsp__hepg2__2,0,1.890669,0.975386,2.125215
20211207_214935__668330__4855::sa__k562__3,0,1.535477,0.793848,1.032592
20211210_221910__955552__75::hmc__hepg2__0,0,0.574780,0.068820,-0.063631
20211206_221956__59439361__1520::al__k562__0,0,4.746393,0.975902,1.954652
20211212_85225__619474__174::fsp__k562__0,0,3.448814,0.936401,1.649447
20211212_22207__477844__794::fsp__k562__2,0,3.662610,0.754224,1.232934
20211214_111905__704605__687::sa_rep__sknsh__0,1,-0.527980,0.001156,-0.069592
20211207_85512__472183__5805::sa__hepg2__4,0,0.944215,0.369735,0.569713
20211212_22207__477844__301::fsp__k562__0,0,3.826470,0.961638,1.492726
20211212_82245__817810__1504::fsp__sknsh__5,0,-0.398304,-0.073304,-0.260357
20211212_10357__323391__1389::fsp__k562__0,0,4.447562,0.974995,2.012542
20211207_212124__46481152__2250::al__sknsh__0,1,-0.565961,-0.007552,-0.075946
20211214_111905__704605__3348::sa_rep__sknsh__0,0,-0.153451,0.004347,-0.071813
20211206_221956__59439361__2027::al__k562__0,0,3.627131,0.840362,1.300490
20211207_214935__668330__887::sa__k562__0,0,1.895253,0.777154,0.893234
20211214_100033__420816__3066::sa_rep__hepg2__0,0,0.978657,0.617671,1.013942
20211212_82245__817810__1460::fsp__sknsh__4,0,0.099431,-0.049968,-0.097280
20211210_221758__613002__436::hmc__hepg2__0,0,0.579249,0.136221,-0.171558
20211212_61436__944763__1643::fsp__hepg2__5,0,0.218843,0.000986,-0.005929
20211210_221758__613002__341::hmc__hepg2__0,0,0.394865,0.503914,0.557812
20211206_221956__59439361__805::al__k562__0,0,3.225332,0.951345,1.662587
20211212_10357__323391__1596::fsp__k562__0,0,3.966767,0.921373,1.718312
20211207_212124__46481152__9::al__sknsh__0,0,0.491545,0.007682,0.278079
20211210_223713__377193__368::hmc__sknsh__0,0,0.133283,-0.123340,-0.244444
20211214_111905__704605__1682::sa_rep__sknsh__0,1,-0.061712,0.009540,0.078754
20211214_111905__704605__802::sa_rep__sknsh__0,1,-1.237562,-0.000153,0.126739
20211212_85225__619474__60::fsp__k562__0,0,2.380013,0.880144,1.211089
20211207_234119__367484__257::sa__k562__0,0,2.830333,0.917183,1.295591
20211212_61436__944763__1300::fsp__hepg2__4,0,2.043272,0.953886,1.607601
20211206_221956__59439361__3264::al__k562__0,0,1.180481,0.474446,0.580116
20211212_73316__958155__1281::fsp__sknsh__4,0,0.043792,-0.031658,-0.139399
20211207_112927__175796__778::sa__hepg2__0,0,1.938972,0.897765,1.135326
20211214_111905__704605__2442::sa_rep__sknsh__0,1,-0.129201,0.004864,0.088425
20211212_45907__313665__200::fsp__hepg2__0,0,1.725074,0.957883,1.657075
20211212_22207__477844__1169::fsp__k562__3,0,0.022794,0.022404,0.003943
20211207_63610__124703__5375::sa__hepg2__4,0,0.213732,-0.054541,-0.175989
20211213_141749__270660__65::hmc__hepg2__0,1,-1.264638,-0.471304,-0.688144
20211206_24503__33072627__2826::al__hepg2__0,0,1.779890,0.861138,1.417969
20211207_195336__853804__497::sa__k562__0,0,2.967809,0.774470,1.106047
20211212_82245__817810__173::fsp__sknsh__0,0,-0.455669,-0.010992,-0.206229
20211214_111905__704605__1783::sa_rep__sknsh__0,1,-0.466750,-0.004663,-0.121774
20211214_100033__420816__1044::sa_rep__hepg2__0,1,0.436870,0.200378,0.449682
20211207_63610__124703__2981::sa__hepg2__1,0,1.172144,0.236561,0.367436
20211212_75659__621411__667::fsp__sknsh__1,0,-0.588877,-0.044089,-0.271136
20211206_24503__33072627__1683::al__hepg2__0,0,0.947612,0.414372,0.778628
20211210_222135__426940__29::hmc__hepg2__0,0,0.372636,-0.007782,-0.036339
20211214_111905__704605__1152::sa_rep__sknsh__0,1,-0.882867,0.001946,-0.070837
20211212_10357__323391__537::fsp__k562__0,0,3.192835,0.964428,1.565733
20211207_212124__46481152__453::al__sknsh__0,0,0.204149,0.000149,0.027496
20211210_221309__146215__0::hmc__k562__0,0,0.975410,0.446303,0.658330
20211207_63610__124703__6389::sa__hepg2__5,0,0.863888,0.204150,0.183285
20211207_141610__992334__4083::sa__sknsh__3,0,-0.217513,-0.008519,-0.078640
20211214_111905__704605__2140::sa_rep__sknsh__0,0,-0.125053,0.003400,0.131039
20211214_111905__704605__3471::sa_rep__sknsh__0,0,0.025715,0.001263,-0.033773
20211212_73316__958155__967::fsp__sknsh__2,0,-0.454941,-0.168606,-0.371597
20211206_221956__59439361__606::al__k562__0,0,3.492373,0.509032,0.517282
20211214_111905__704605__179::sa_rep__sknsh__0,0,-0.222026,-0.019996,-0.123972
20211214_94001__624120__1498::sa_rep__k562__0,0,2.814173,0.893508,1.304031
20211207_163007__848589__1808::sa__sknsh__0,0,0.085733,-0.010088,-0.200671
20211212_14909__942569__1364::fsp__sknsh__0,0,-0.785407,-0.033250,-0.130535
20211214_94001__624120__1519::sa_rep__k562__0,0,4.218865,0.972849,2.115551
20211207_63610__124703__4582::sa__hepg2__3,0,1.084568,0.234770,0.391540
20211207_85512__472183__650::sa__hepg2__0,0,1.292974,0.854571,1.069103
20211214_100033__420816__673::sa_rep__hepg2__0,0,0.823775,0.573158,1.011328
20211212_75659__621411__511::fsp__sknsh__1,0,0.099453,-0.071555,0.004159
20211212_122659__199840__335::fsp__sknsh__0,0,-0.450651,-0.007926,-0.274396
20211210_220932__827123__272::hmc__k562__0,0,0.471177,0.428392,0.524452
20211207_112927__175796__1068::sa__hepg2__0,0,1.223202,0.851320,0.929326
20211212_75659__621411__1273::fsp__sknsh__4,0,0.457867,-0.009076,0.044081
20211206_221956__59439361__1095::al__k562__0,0,5.365285,0.995281,2.283192
20211207_85512__472183__6272::sa__hepg2__5,0,0.431552,0.045515,-0.003008
20211212_52639__969454__1451::fsp__hepg2__4,0,0.555747,0.109970,0.136142
20211207_212124__46481152__44::al__sknsh__0,0,-0.416710,-0.078311,-0.234850
20211207_195336__853804__4699::sa__k562__3,0,0.556096,0.406111,0.484269
20211212_61436__944763__297::fsp__hepg2__0,0,1.337637,0.952409,1.542417
20211212_22207__477844__1372::fsp__k562__4,0,0.086898,0.173482,0.106903
20211212_45907__313665__796::fsp__hepg2__2,0,1.381286,0.971228,1.716829
20211212_10357__323391__642::fsp__k562__0,0,3.592336,0.958762,1.576250
20211212_85225__619474__69::fsp__k562__0,0,2.200944,0.919490,1.375428
20211212_73316__958155__1678::fsp__sknsh__5,0,0.503275,-0.018212,0.003564
20211207_73549__261982__2568::sa__hepg2__1,0,0.387056,0.650056,0.589382
20211212_14909__942569__1707::fsp__sknsh__0,0,-0.094772,-0.097646,-0.341437
20211210_223601__361569__232::hmc__sknsh__0,0,0.023048,-0.028213,-0.184499
20211212_14909__942569__1862::fsp__sknsh__0,0,-0.322954,-0.015525,-0.160223
20211210_222736__775920__432::hmc__hepg2__0,0,0.424364,0.222475,0.308047
20211207_73549__261982__6943::sa__hepg2__5,0,0.597970,0.255657,0.215367
20211214_94001__624120__778::sa_rep__k562__0,0,1.281418,0.353190,0.439253
20211210_221758__613002__230::hmc__hepg2__0,0,0.251027,0.217796,0.220644
20211214_100033__420816__3875::sa_rep__hepg2__0,0,1.614289,0.646847,1.061525
20211212_55149__346635__1126::fsp__hepg2__3,0,1.124116,0.933546,1.304327
20211214_94001__624120__2287::sa_rep__k562__0,0,1.917819,0.535710,0.623965
20211212_92818__893131__366::fsp__k562__0,0,4.336002,0.953607,1.581536
20211207_100944__255626__5103::sa__hepg2__4,0,0.399256,0.494490,0.690463
20211214_100033__420816__3470::sa_rep__hepg2__0,0,-0.095599,0.227074,0.479159
20211210_222513__906641__189::hmc__hepg2__0,0,0.636907,0.266689,0.356547
20211206_221956__59439361__2577::al__k562__0,0,2.202867,0.881644,1.172061
20211207_195336__853804__1402::sa__k562__0,0,2.976578,0.955089,1.469181
20211207_214935__668330__1437::sa__k562__0,0,4.457564,0.975902,1.978645
20211206_221956__59439361__12::al__k562__0,0,4.620053,0.946059,2.053110
20211207_100944__255626__322::sa__hepg2__0,0,0.715577,0.629062,0.791534
20211212_52639__969454__1468::fsp__hepg2__4,0,1.468924,0.973530,1.731393
20211214_100033__420816__1584::sa_rep__hepg2__0,0,1.267604,0.694876,1.102241
20211214_111905__704605__3473::sa_rep__sknsh__0,0,-0.455009,-0.014689,-0.115031
20211212_82245__817810__1122::fsp__sknsh__3,0,0.619819,-0.000602,0.003294
20211206_25633__84440783__31::al__hepg2__3,0,0.836554,0.533511,0.656532
20211212_22207__477844__803::fsp__k562__2,0,0.121507,0.047691,0.092480
20211207_163007__848589__1287::sa__sknsh__0,0,0.258707,-0.040243,-0.307350
20211208_43442__96006237__96::al__sknsh__1,0,-0.109133,-0.010450,-0.127223
20211210_223223__132172__155::hmc__sknsh__0,0,0.444930,-0.040610,-0.210972
20211210_221646__981484__112::hmc__k562__0,0,1.561758,0.729097,1.022137
20211206_221956__59439361__2693::al__k562__0,0,2.362995,0.688349,0.924709
20211207_212124__46481152__100::al__sknsh__0,0,0.334138,-0.001773,-0.036021
20211210_222135__426940__186::hmc__hepg2__0,0,0.493909,0.299283,0.461921
20211210_222022__565195__267::hmc__hepg2__0,0,0.177553,-0.026570,-0.135685
20211212_92818__893131__204::fsp__k562__0,0,3.172498,0.950865,1.864941
20211212_45907__313665__1405::fsp__hepg2__4,0,1.213128,0.800751,1.153621
20211207_175000__383007__419::sa__sknsh__0,0,0.468296,-0.009717,-0.168603
20211210_222625__481558__426::hmc__hepg2__0,0,0.812995,0.556742,0.763653
20211214_100033__420816__1574::sa_rep__hepg2__0,0,1.049192,0.374365,0.853756
20211214_111905__704605__3836::sa_rep__sknsh__0,0,0.406960,0.011606,0.148598
20211207_85512__472183__3729::sa__hepg2__2,0,0.217276,0.390065,0.382052
20211212_73316__958155__1383::fsp__sknsh__4,0,0.631692,0.061916,0.095100
20211207_100944__255626__5755::sa__hepg2__4,0,0.332385,-0.005279,0.105941
20211210_220819__498877__134::hmc__k562__0,0,1.316605,0.628014,0.628351
20211212_85225__619474__1307::fsp__k562__4,0,-0.041536,0.111235,0.172465
20211212_12620__229779__525::fsp__hepg2__0,0,1.528986,0.913227,1.159883
20211214_111905__704605__3864::sa_rep__sknsh__0,0,-0.005577,0.037235,0.257661
20211212_73316__958155__52::fsp__sknsh__0,0,-0.476301,-0.007840,-0.083228
20211214_100033__420816__1297::sa_rep__hepg2__0,0,1.001387,0.284075,0.532361
20211212_82245__817810__957::fsp__sknsh__2,0,0.337549,0.031621,0.247100
20211207_85512__472183__602::sa__hepg2__0,0,1.902105,0.718601,0.984416
20211210_224050__335618__346::hmc__sknsh__0,0,0.048843,-0.052715,-0.181555
20211207_205407__862697__6497::sa__k562__5,0,1.563448,0.386507,0.481642
20211207_234119__367484__607::sa__k562__0,0,1.656323,0.501859,0.607602
20211210_223601__361569__265::hmc__sknsh__0,0,-0.337914,-0.140302,-0.239986
20211212_10357__323391__399::fsp__k562__0,0,5.303259,0.820936,2.455282
20211212_82245__817810__1197::fsp__sknsh__3,0,-0.282014,-0.085154,-0.188358
20211207_224529__679056__1236::sa__k562__0,0,3.329002,0.885779,1.298232
20211214_111905__704605__3431::sa_rep__sknsh__0,0,-0.091391,0.006896,0.007189
20211212_122659__199840__1035::fsp__sknsh__3,0,-0.105978,-0.011387,-0.202340
20211212_92818__893131__300::fsp__k562__0,0,3.284086,0.879592,1.186090
20211207_163007__848589__5990::sa__sknsh__4,0,-0.000412,-0.068235,-0.081370
20211212_52639__969454__1436::fsp__hepg2__4,0,0.484495,0.185967,0.202613
20211207_205407__862697__2168::sa__k562__1,0,0.802351,0.552634,0.660611
20211207_212124__46481152__924::al__sknsh__0,0,-0.036254,-0.001906,-0.047297
20211207_85512__472183__2446::sa__hepg2__1,0,0.888145,0.496098,0.610624
20211206_221956__59439361__2685::al__k562__0,0,4.004398,0.950420,1.583543
20211207_141610__992334__5532::sa__sknsh__4,0,-0.084981,-0.067651,-0.298628
20211207_112927__175796__3826::sa__hepg2__2,0,1.350137,0.722640,1.025183
20211210_215555__90642008__47::al_uc__hepg2__0,0,4.734745,0.979454,3.228676
20211212_61436__944763__77::fsp__hepg2__0,0,1.360102,0.929762,1.095037
20211210_221533__849423__471::hmc__k562__0,0,0.643863,0.363597,0.541942
20211207_175000__383007__4621::sa__sknsh__3,0,0.327213,-0.000681,-0.069135
20211207_214935__668330__237::sa__k562__0,0,3.284275,0.968907,1.717702
20211207_63610__124703__2686::sa__hepg2__1,0,0.847096,0.322656,0.324875
20211210_221758__613002__305::hmc__hepg2__0,0,0.901700,0.423871,0.417976
20211212_82245__817810__420::fsp__sknsh__0,0,-0.565252,-0.019948,-0.042835
20211206_30011__62156073__86::al__k562__2,0,1.311416,0.508466,0.840042
20211206_24503__33072627__3551::al__hepg2__0,0,2.063729,0.878845,1.295975
20211210_221157__957271__94::hmc__k562__0,0,0.749503,0.421884,0.551174
20211214_100033__420816__1466::sa_rep__hepg2__0,0,1.020971,0.247732,0.490639
20211207_175000__383007__4863::sa__sknsh__3,0,0.124629,-0.187252,-0.261799
20211212_24754__730114__89::fsp__k562__0,0,4.337023,0.974047,2.062353
20211210_205855__721407__448::fsp_uc__k562__0,0,5.379991,0.954379,2.240125
20211207_141610__992334__346::sa__sknsh__0,0,1.007339,0.001082,0.105920
20211210_221044__191551__241::hmc__k562__0,0,-0.195854,0.042115,0.000182
20211206_24503__33072627__2866::al__hepg2__0,0,2.005535,0.721914,1.268945
20211213_141637__333762__111::hmc__hepg2__0,1,-0.850682,-0.442482,-0.557028
20211214_100033__420816__739::sa_rep__hepg2__0,0,1.208863,0.799019,0.964473
20211207_141610__992334__18::sa__sknsh__0,0,-0.268786,-0.030293,-0.264971
20211210_220707__684703__103::hmc__k562__0,0,0.467494,0.368511,0.552510
20211207_141610__992334__6052::sa__sknsh__5,0,0.379689,-0.025931,-0.142027
20211212_52639__969454__1608::fsp__hepg2__5,0,1.538851,0.931861,1.757843
20211210_221421__693103__327::hmc__k562__0,0,2.270357,0.866895,1.177382
20211207_85512__472183__802::sa__hepg2__0,0,2.174985,0.858116,1.418359
20211212_73316__958155__488::fsp__sknsh__0,0,-0.303983,-0.033406,-0.279448
20211207_141610__992334__5174::sa__sknsh__4,0,-0.315037,-0.167238,-0.387930
20211212_12620__229779__1589::fsp__hepg2__0,0,1.771006,0.821555,1.228963
20211207_205407__862697__5618::sa__k562__4,0,1.591672,0.879394,1.170550
20211212_73316__958155__792::fsp__sknsh__2,0,-0.080194,-0.080117,-0.213217
20211207_195336__853804__379::sa__k562__0,0,1.766567,0.864832,1.255626
20211207_212124__46481152__270::al__sknsh__0,0,0.497752,-0.002785,-0.076163
20211207_100944__255626__1102::sa__hepg2__0,0,1.337452,0.790257,1.255078
20211207_112927__175796__2871::sa__hepg2__1,0,1.274436,0.649341,0.750923
20211210_221044__191551__281::hmc__k562__0,0,0.410005,0.136383,0.191142
20211207_112927__175796__5694::sa__hepg2__4,0,1.041844,0.320346,0.469875
20211212_52639__969454__466::fsp__hepg2__0,0,1.211232,0.886713,1.230080
20211207_214935__668330__1572::sa__k562__0,0,2.079161,0.808056,1.071580
20211207_185623__627393__1678::sa__sknsh__0,0,-0.182806,-0.005450,0.042887
20211212_75659__621411__1713::fsp__sknsh__5,0,-0.506272,-0.391074,-0.700846
20211208_20816__55133248__66::al__hepg2__1,0,1.863681,0.919039,1.515733
20211210_221758__613002__244::hmc__hepg2__0,0,0.973270,0.682127,0.817528
20211207_214935__668330__5852::sa__k562__4,0,0.742488,0.236707,0.210368
20211212_85225__619474__796::fsp__k562__2,0,1.349687,0.529616,0.619076
20211212_22207__477844__1706::fsp__k562__5,0,-0.114996,0.008959,-0.003367
20211214_111905__704605__2887::sa_rep__sknsh__0,0,-0.387190,-0.001714,-0.024949
20211212_45907__313665__431::fsp__hepg2__0,0,1.757027,0.980593,2.053626
20211206_24503__33072627__2389::al__hepg2__0,0,1.737615,0.990223,2.044384
20211210_204338__613251__1200::sa_uc__hepg2__0,0,6.846008,0.989341,4.108721
20211207_205407__862697__1056::sa__k562__0,0,3.283714,0.890970,1.329926
20211214_94001__624120__741::sa_rep__k562__0,0,1.124757,0.357485,0.687068
20211207_73549__261982__1491::sa__hepg2__0,0,1.513720,0.866675,1.298687
20211210_223336__628085__101::hmc__sknsh__0,0,0.123430,-0.273257,-0.452565
20211207_141610__992334__2950::sa__sknsh__1,0,-0.228432,-0.019797,-0.200201
20211207_234119__367484__1270::sa__k562__0,0,1.929457,0.852412,1.095267
20211212_61436__944763__1272::fsp__hepg2__4,0,0.997407,0.739013,0.822324
20211212_14909__942569__1510::fsp__sknsh__0,0,-0.567727,-0.019057,-0.170548
20211207_205407__862697__1961::sa__k562__0,0,2.976944,0.929173,1.496474
20211210_223449__975596__290::hmc__sknsh__0,0,0.298165,-0.012105,0.016970
20211212_10357__323391__1041::fsp__k562__0,0,3.474825,0.970446,1.858050
20211212_14909__942569__1501::fsp__sknsh__0,0,0.401441,-0.000803,0.039165
20211214_111905__704605__1130::sa_rep__sknsh__0,1,-0.677221,0.004440,0.122912
20211207_212124__46481152__1267::al__sknsh__0,0,-0.271323,0.011979,0.174654
20211212_12620__229779__1734::fsp__hepg2__0,0,1.823288,0.916814,1.279506
20211212_24754__730114__863::fsp__k562__2,0,-0.129541,0.089903,0.167398
20211208_2954__56294947__79::al__k562__3,0,2.298383,0.877153,1.236509
20211207_214935__668330__5110::sa__k562__4,0,0.365552,0.321375,0.424557
20211210_220819__498877__86::hmc__k562__0,0,-0.027338,0.121438,0.252480
20211214_100033__420816__2059::sa_rep__hepg2__0,0,0.738824,0.270551,0.420374
20211212_122659__199840__1177::fsp__sknsh__3,0,-0.461174,-0.100747,-0.196985
20211214_111905__704605__1775::sa_rep__sknsh__0,0,0.342214,0.003048,-0.031626
20211207_175000__383007__1525::sa__sknsh__0,0,-0.443936,-0.013221,-0.078154
20211207_175000__383007__1566::sa__sknsh__0,0,0.116398,-0.032190,-0.159635
20211214_111905__704605__2221::sa_rep__sknsh__0,0,-0.043669,0.001962,-0.001876
20211207_175000__383007__5167::sa__sknsh__4,0,-0.157376,0.007334,0.013039
20211210_222848__670473__311::hmc__hepg2__0,0,0.379766,0.177734,0.108189
20211214_100033__420816__3699::sa_rep__hepg2__0,0,1.551192,0.676248,0.936877
20211207_212124__46481152__1837::al__sknsh__0,0,0.196648,0.002824,0.033434
20211210_223825__729421__172::hmc__sknsh__0,0,0.337720,-0.136673,-0.232168
20211207_185623__627393__5578::sa__sknsh__4,0,-0.167514,-0.049553,-0.275221
20211212_55149__346635__262::fsp__hepg2__0,0,1.867892,0.962738,1.641395
20211214_100033__420816__2245::sa_rep__hepg2__0,0,2.124617,0.453509,1.040415
20211210_223112__860883__173::hmc__sknsh__0,0,-0.304741,-0.289496,-0.549284
20211207_195336__853804__1438::sa__k562__0,0,2.231468,0.864451,1.010702
20211212_14909__942569__270::fsp__sknsh__0,0,-0.283809,-0.004671,-0.229951
20211210_223449__975596__56::hmc__sknsh__0,0,-0.017655,0.055241,0.184814
20211212_52639__969454__616::fsp__hepg2__1,0,2.228206,0.980631,2.439485
20211207_112927__175796__5030::sa__hepg2__4,0,1.316950,0.832447,1.026266
20211207_212124__46481152__98::al__sknsh__0,0,-0.489924,-0.017817,-0.173836
20211207_185623__627393__3219::sa__sknsh__2,1,-0.545443,-0.029971,-0.135463
20211207_185623__627393__4824::sa__sknsh__3,0,-0.305977,-0.189463,-0.200094
20211212_82245__817810__1445::fsp__sknsh__4,0,0.289377,-0.115068,-0.150347
20211207_141610__992334__1423::sa__sknsh__0,0,-0.020085,-0.009840,-0.041204
20211214_100033__420816__1020::sa_rep__hepg2__0,0,0.733389,0.258305,0.716591
20211207_212124__46481152__1339::al__sknsh__0,0,0.343571,0.005305,0.143067
20211212_55149__346635__767::fsp__hepg2__2,0,1.575178,0.982287,2.628629
20211210_221421__693103__265::hmc__k562__0,0,0.572495,0.399786,0.586338
20211212_122659__199840__1550::fsp__sknsh__5,0,-0.074257,-0.054765,-0.123037
20211207_212124__46481152__2764::al__sknsh__0,0,0.001994,-0.019168,-0.189766
20211207_205407__862697__258::sa__k562__0,0,2.260186,0.889534,1.366954
20211214_100033__420816__2598::sa_rep__hepg2__0,0,0.471339,0.562875,0.774690
20211206_221956__59439361__2721::al__k562__0,0,2.355248,0.643080,0.549065
20211214_100033__420816__2601::sa_rep__hepg2__0,0,0.890357,0.368175,0.667837
20211207_152258__777391__3173::sa__sknsh__2,0,0.126388,-0.122844,-0.204233
20211212_52639__969454__1114::fsp__hepg2__3,0,1.789020,0.980311,1.861238
20211214_100033__420816__3360::sa_rep__hepg2__0,0,0.369994,0.242151,0.561012
20211214_94001__624120__725::sa_rep__k562__0,0,1.998701,0.700688,0.734155
20211210_222135__426940__174::hmc__hepg2__0,0,0.553984,0.761311,0.942424
20211212_73316__958155__1690::fsp__sknsh__5,0,0.186385,0.012394,0.023532
20211206_221956__59439361__1889::al__k562__0,0,1.330926,0.409890,0.482393
20211207_224529__679056__1602::sa__k562__0,0,2.568103,0.843697,1.159349
20211207_214935__668330__4448::sa__k562__3,0,0.627804,0.032425,0.115972
20211210_223449__975596__304::hmc__sknsh__0,0,0.231865,0.009252,0.115536
20211207_141610__992334__1784::sa__sknsh__0,0,0.159211,-0.003679,0.068977
20211212_10357__323391__1165::fsp__k562__0,0,2.973037,0.745090,0.904918
20211207_205407__862697__1101::sa__k562__0,0,2.988673,0.765026,0.825189
20211212_61436__944763__95::fsp__hepg2__0,0,1.338203,0.526614,0.903131
20211206_30151__45259191__74::al__k562__5,0,1.232035,0.576153,0.705874
20211212_12620__229779__1436::fsp__hepg2__0,0,1.223959,0.709003,0.781120
20211212_24754__730114__985::fsp__k562__2,0,0.344635,0.121949,0.208201
20211208_22639__44591335__9::al__hepg2__2,0,1.620118,0.974904,1.893210
20211212_75659__621411__1204::fsp__sknsh__3,0,0.296348,0.056699,-0.088524
20211210_220932__827123__348::hmc__k562__0,0,1.427892,0.552988,0.643201
20211212_14909__942569__158::fsp__sknsh__0,0,0.046727,-0.016846,-0.177922
20211212_22207__477844__300::fsp__k562__0,0,4.144518,0.894379,1.548768
20211214_111905__704605__1678::sa_rep__sknsh__0,0,0.243205,0.004091,0.142302
20211214_94001__624120__1994::sa_rep__k562__0,0,3.143109,0.888812,1.055282
20211207_195336__853804__5540::sa__k562__4,0,0.108068,0.126062,0.202086
20211207_85512__472183__3809::sa__hepg2__2,0,0.841538,0.305259,0.582539
20211212_22207__477844__946::fsp__k562__2,0,3.097508,0.899064,1.517058
20211206_24503__33072627__3802::al__hepg2__0,0,1.699209,0.621559,0.959027
20211212_85225__619474__645::fsp__k562__1,0,2.488813,0.802229,0.951076
20211214_111905__704605__509::sa_rep__sknsh__0,0,0.142461,0.056911,0.295091
20211212_55149__346635__876::fsp__hepg2__2,0,1.175924,0.965994,1.723619
20211207_85512__472183__3365::sa__hepg2__2,0,1.329141,0.858473,1.209308
20211207_234119__367484__2810::sa__k562__1,0,0.304784,0.244035,0.284433
20211207_63610__124703__5498::sa__hepg2__4,0,1.272005,0.621424,0.743360
20211207_195336__853804__1872::sa__k562__0,0,1.627597,0.775669,0.823213
20211207_73549__261982__108::sa__hepg2__0,0,2.377589,0.964663,1.823887
20211207_235425__62927592__67::al__k562__1,0,3.077460,0.879289,1.176157
20211212_92818__893131__1516::fsp__k562__5,0,0.163226,0.330924,0.411159
20211210_221421__693103__299::hmc__k562__0,0,1.034677,0.675892,0.808924
20211206_24503__33072627__3229::al__hepg2__0,0,2.668511,0.910237,1.492336
20211214_100033__420816__2173::sa_rep__hepg2__0,0,1.762071,0.977516,1.855644
20211212_55149__346635__369::fsp__hepg2__0,0,1.298208,0.604013,0.906231
20211210_220819__498877__464::hmc__k562__0,0,0.545691,0.443517,0.638770
20211212_75659__621411__1156::fsp__sknsh__3,0,0.043965,0.015857,-0.079133
20211212_12620__229779__562::fsp__hepg2__0,0,1.223155,0.735226,0.757652
20211212_73316__958155__508::fsp__sknsh__1,0,-0.188671,-0.053330,-0.077525
20211212_52639__969454__345::fsp__hepg2__0,0,0.986587,0.814763,0.985088
20211213_141749__270660__9::hmc__hepg2__0,0,-2.276410,-0.742297,-1.062063
20211207_85512__472183__5386::sa__hepg2__4,0,0.764871,0.084172,0.176398
20211207_205407__862697__949::sa__k562__0,0,1.985286,0.746111,0.993360
20211212_122659__199840__522::fsp__sknsh__1,0,-0.097217,-0.019179,-0.160405
20211210_220554__102599__201::hmc__k562__0,0,0.343844,0.248517,0.409506
20211207_175000__383007__4686::sa__sknsh__3,0,-0.056716,-0.035991,-0.138806
20211214_111905__704605__1192::sa_rep__sknsh__0,0,-0.310848,0.065811,0.336618
20211214_111905__704605__1188::sa_rep__sknsh__0,0,-0.212787,0.009353,0.065005
20211213_142614__766736__10::hmc__sknsh__0,1,-0.003305,-0.054211,-0.113712
20211212_85225__619474__81::fsp__k562__0,0,4.255804,0.914917,1.575019
20211207_175000__383007__3668::sa__sknsh__2,0,-0.027719,-0.029385,-0.143544
20211207_212124__46481152__1025::al__sknsh__0,0,0.425095,0.000832,0.166560
20211207_175000__383007__1000::sa__sknsh__0,0,0.025359,0.056561,-0.057990
20211207_205407__862697__2110::sa__k562__1,0,0.253077,0.133354,0.196712
20211212_24754__730114__1349::fsp__k562__4,0,1.462566,0.921669,1.337464
20211214_111905__704605__642::sa_rep__sknsh__0,0,-0.800328,-0.014863,-0.269686
20211206_24503__33072627__153::al__hepg2__0,0,1.511521,0.763353,0.963011
20211212_52639__969454__698::fsp__hepg2__1,0,1.380459,0.624669,0.866271
20211207_185623__627393__3688::sa__sknsh__2,0,0.055613,-0.210297,-0.448025
20211207_212124__46481152__1990::al__sknsh__0,0,0.524895,0.047943,0.287971
20211207_224529__679056__4575::sa__k562__3,0,-0.083456,0.281437,0.315804
20211212_52639__969454__1566::fsp__hepg2__5,0,1.557489,0.758371,0.835940
20211214_100033__420816__928::sa_rep__hepg2__0,0,0.851528,0.700776,0.823401
20211212_22207__477844__1536::fsp__k562__5,0,0.051940,0.013184,0.095498
20211207_185623__627393__1056::sa__sknsh__0,0,0.140746,-0.015181,-0.265274
20211207_224529__679056__6926::sa__k562__5,0,-0.162477,0.098353,0.287966
20211212_24754__730114__273::fsp__k562__0,0,2.365653,0.301475,0.348075
20211214_100033__420816__2243::sa_rep__hepg2__0,0,0.990230,0.035716,0.273948
20211212_10357__323391__732::fsp__k562__0,0,3.612436,0.724355,0.908407
20211214_100033__420816__3016::sa_rep__hepg2__0,0,0.125661,0.358653,0.634809
20211210_211422__435253__1430::fsp_uc__sknsh__0,0,1.207343,-0.300884,-0.508501
20211212_24754__730114__34::fsp__k562__0,0,2.543260,0.651509,0.761687
