id,label,act_gap,acc_binary_gap,acc_logsignal_gap
20211207_212124__46481152__711::al__sknsh__0,0,0.309480,0.023366,0.203026
20211206_25057__13935544__67::al__sknsh__2,0,0.362921,-0.007190,-0.066164
20211208_15040__72147769__35::al__hepg2__0,0,2.597040,0.967644,1.725822
20211212_73316__958155__1145::fsp__sknsh__3,0,-0.118907,-0.135753,-0.141017
20211210_220554__102599__404::hmc__k562__0,0,0.806427,0.624577,0.637278
20211212_73316__958155__788::fsp__sknsh__2,0,-0.388472,-0.119698,-0.079406
20211212_75659__621411__786::fsp__sknsh__2,0,0.561448,0.015036,0.232514
20211212_85225__619474__1693::fsp__k562__5,0,-0.158243,0.229752,0.425408
20211212_73316__958155__748::fsp__sknsh__1,0,0.057331,-0.026173,0.057460
20211214_100033__420816__1166::sa_rep__hepg2__0,0,0.910284,0.442045,0.674570
20211208_24513__37698702__70::al__hepg2__3,0,1.306779,0.561731,0.827361
20211207_185623__627393__3869::sa__sknsh__2,0,0.263955,-0.056541,-0.245578
20211207_175000__383007__4292::sa__sknsh__3,0,-0.486636,-0.071431,-0.278672
20211212_45907__313665__769::fsp__hepg2__2,0,2.269739,0.982946,2.469625
20211207_112927__175796__4265::sa__hepg2__3,0,0.820391,0.165253,0.161626
20211210_220707__684703__34::hmc__k562__0,0,0.767794,0.486980,0.630822
20211206_221956__59439361__1243::al__k562__0,0,3.465454,0.962053,1.583930
20211210_221421__693103__485::hmc__k562__0,0,1.403287,0.622090,0.628640
20211210_223601__361569__383::hmc__sknsh__0,0,0.608098,-0.031947,-0.196477
20211207_185623__627393__5624::sa__sknsh__4,0,-0.598960,-0.027778,-0.287105
20211212_22207__477844__613::fsp__k562__1,0,1.698720,0.795085,0.933015
20211214_111905__704605__2018::sa_rep__sknsh__0,0,0.279523,-0.001369,0.036686
20211207_185623__627393__80::sa__sknsh__0,0,0.085991,-0.015573,-0.162614
20211207_141610__992334__5010::sa__sknsh__4,0,0.376290,-0.037888,-0.057558
20211207_141610__992334__698::sa__sknsh__0,0,-0.032753,-0.011431,-0.165744
20211206_221956__59439361__96::al__k562__0,0,2.262259,0.802055,1.048629
20211207_234119__367484__934::sa__k562__0,0,2.164938,0.737623,0.742127
20211214_100033__420816__2896::sa_rep__hepg2__0,0,0.821689,0.419865,0.734259
20211212_22207__477844__1566::fsp__k562__5,0,-0.483473,0.020530,0.068424
20211214_100033__420816__3616::sa_rep__hepg2__0,0,0.847016,0.146155,0.522297
20211207_152258__777391__4485::sa__sknsh__3,0,0.717593,-0.101878,-0.081784
20211214_100033__420816__3075::sa_rep__hepg2__0,0,0.915955,0.199528,0.481571
20211212_10357__323391__1561::fsp__k562__0,0,3.145367,0.894091,1.469170
20211207_234119__367484__2657::sa__k562__1,0,0.869099,0.702534,0.920427
20211207_234119__367484__5744::sa__k562__4,0,0.800151,0.288285,0.366910
20211207_224529__679056__6313::sa__k562__5,0,1.903091,0.844544,1.125629
20211208_50948__55024735__19::al__sknsh__3,0,-0.339813,-0.000820,-0.105948
20211207_163007__848589__626::sa__sknsh__0,0,-0.061380,-0.013102,-0.039672
20211207_212124__46481152__3118::al__sknsh__0,0,0.634167,-0.003757,-0.033860
20211212_14909__942569__261::fsp__sknsh__0,0,0.545927,-0.003551,-0.052613
20211214_100033__420816__3771::sa_rep__hepg2__0,0,1.256297,0.261543,0.709652
20211207_73549__261982__1718::sa__hepg2__0,0,1.777659,0.819131,1.086132
20211207_212124__46481152__553::al__sknsh__0,0,0.270020,0.010739,0.220653
20211210_221309__146215__163::hmc__k562__0,0,0.414163,0.336762,0.444767
20211207_85512__472183__3832::sa__hepg2__2,0,1.287376,0.687195,0.793283
20211212_24754__730114__485::fsp__k562__0,0,3.788524,0.913950,2.145834
20211207_195336__853804__3919::sa__k562__2,0,0.526716,0.243995,0.238734
20211207_212124__46481152__1563::al__sknsh__0,0,0.523823,-0.000626,0.020984
20211210_221309__146215__322::hmc__k562__0,0,2.191864,0.762508,1.162333
20211212_52639__969454__32::fsp__hepg2__0,0,1.680898,0.973027,1.674909
20211214_111905__704605__1811::sa_rep__sknsh__0,0,-0.144686,-0.000904,-0.030242
20211210_221910__955552__155::hmc__hepg2__0,0,0.836788,0.461286,0.465527
20211214_111905__704605__2869::sa_rep__sknsh__0,0,-0.722297,-0.008917,-0.072228
20211206_24503__33072627__775::al__hepg2__0,0,1.149520,0.767090,1.167253
20211207_100944__255626__3::sa__hepg2__0,0,0.998226,0.701925,0.876956
20211207_212124__46481152__3640::al__sknsh__0,0,0.254914,0.003413,0.109541
20211207_234119__367484__940::sa__k562__0,0,2.458022,0.668914,0.842856
20211212_52639__969454__1448::fsp__hepg2__4,0,1.196590,0.720648,0.921689
20211206_24503__33072627__2702::al__hepg2__0,0,1.506561,0.816251,1.216057
20211212_61436__944763__1200::fsp__hepg2__3,0,2.170212,0.968123,1.672479
20211210_220707__684703__89::hmc__k562__0,0,1.002610,0.425260,0.547787
20211214_100033__420816__853::sa_rep__hepg2__0,1,1.226850,0.270456,0.538030
20211206_30151__45259191__30::al__k562__5,0,1.994473,0.573907,0.936708
20211207_214935__668330__1033::sa__k562__0,0,3.785028,0.885175,1.540145
20211212_10357__323391__1217::fsp__k562__0,0,1.604907,0.560857,0.737472
20211212_85225__619474__104::fsp__k562__0,0,4.452729,0.859015,1.769317
20211214_111905__704605__2804::sa_rep__sknsh__0,1,-0.426475,0.030748,0.158090
20211207_163007__848589__4005::sa__sknsh__3,0,0.072716,-0.258295,-0.379509
20211207_85512__472183__201::sa__hepg2__0,0,3.093162,0.982776,1.838516
20211214_100033__420816__2070::sa_rep__hepg2__0,0,1.198853,0.157486,0.700832
20211214_100033__420816__352::sa_rep__hepg2__0,0,0.757979,0.185701,0.495570
20211207_234119__367484__5852::sa__k562__4,0,1.431036,0.545506,0.479710
20211206_25248__57624260__89::al__sknsh__4,0,0.557026,-0.013748,-0.152978
20211210_221421__693103__499::hmc__k562__0,0,0.254381,0.213562,0.286563
20211212_61436__944763__595::fsp__hepg2__1,0,1.501384,0.651160,0.591848
20211207_152258__777391__1686::sa__sknsh__0,0,0.068920,-0.010125,-0.091573
20211206_24503__33072627__391::al__hepg2__0,0,0.608779,0.413852,0.719014
20211212_75659__621411__1394::fsp__sknsh__4,0,-0.166604,-0.003206,-0.007571
20211214_111905__704605__3537::sa_rep__sknsh__0,1,-0.047717,0.076417,0.300922
20211212_73316__958155__1700::fsp__sknsh__5,0,0.283212,-0.119325,-0.097275
20211214_111905__704605__3264::sa_rep__sknsh__0,0,-0.530820,-0.002803,-0.024741
20211214_111905__704605__3549::sa_rep__sknsh__0,1,-0.460249,0.009197,0.156972
20211207_112927__175796__1240::sa__hepg2__0,0,1.376812,0.907919,1.311775
20211213_141637__333762__62::hmc__hepg2__0,1,-1.073955,-0.612575,-0.818326
20211207_85512__472183__6667::sa__hepg2__5,0,1.547723,0.715199,0.851737
20211212_12620__229779__1925::fsp__hepg2__0,0,1.679368,0.917979,1.447801
20211214_100033__420816__3741::sa_rep__hepg2__0,1,0.844416,0.695723,1.047380
20211210_224050__335618__125::hmc__sknsh__0,0,0.092200,-0.307062,-0.253367
20211207_205407__862697__2065::sa__k562__1,0,0.091550,0.383528,0.385939
20211207_212124__46481152__2607::al__sknsh__0,0,-0.320304,-0.046246,-0.255316
20211214_94001__624120__1164::sa_rep__k562__0,0,1.163753,0.449572,0.377746
20211207_212124__46481152__3228::al__sknsh__0,0,0.086831,0.003809,0.092372
20211214_100033__420816__2835::sa_rep__hepg2__0,0,1.704115,0.899849,1.334506
20211207_141610__992334__498::sa__sknsh__0,0,0.521239,-0.001979,-0.014884
20211207_224529__679056__1516::sa__k562__0,0,1.907464,0.880574,1.157596
20211212_85225__619474__278::fsp__k562__0,0,2.645426,0.777125,1.106668
20211207_100944__255626__531::sa__hepg2__0,0,1.503805,0.800922,1.074928
20211212_55149__346635__1088::fsp__hepg2__3,0,0.390362,0.621759,0.622053
20211207_175000__383007__1958::sa__sknsh__0,0,0.626109,-0.030923,-0.068838
20211212_85225__619474__1492::fsp__k562__4,0,0.760085,0.341979,0.481637
20211208_50948__55024735__99::al__sknsh__3,0,-0.129433,-0.005972,-0.010315
20211207_152258__777391__789::sa__sknsh__0,0,0.185840,-0.149777,-0.192221
20211210_223938__220016__22::hmc__sknsh__0,0,0.000399,-0.074444,-0.121685
20211207_195336__853804__3232::sa__k562__2,0,0.722779,0.671711,0.833067
20211210_221646__981484__423::hmc__k562__0,0,0.375032,0.115603,0.189832
20211210_220554__102599__342::hmc__k562__0,0,0.557026,0.578669,0.824423
20211214_94001__624120__2890::sa_rep__k562__0,0,0.617583,0.034350,0.097474
20211212_14909__942569__1927::fsp__sknsh__0,0,-0.040473,-0.001475,-0.088368
20211206_221956__59439361__400::al__k562__0,0,3.245957,0.907409,1.192961
20211207_195336__853804__6500::sa__k562__5,0,0.804257,0.484435,0.468774
20211207_100944__255626__5835::sa__hepg2__4,0,1.478807,0.812656,1.029266
20211210_223223__132172__321::hmc__sknsh__0,0,0.017951,-0.325241,-0.408087
20211212_122659__199840__1705::fsp__sknsh__5,0,-0.459988,-0.152916,-0.349384
20211212_82245__817810__165::fsp__sknsh__0,0,0.142673,-0.001778,0.000524
20211206_25854__92323787__33::al__k562__0,0,2.602361,0.917902,1.492913
20211210_221421__693103__419::hmc__k562__0,0,0.794554,0.582754,0.582160
20211206_24503__33072627__3256::al__hepg2__0,0,2.073261,0.957977,1.770796
20211212_85225__619474__886::fsp__k562__2,0,0.397283,0.104078,0.226948
20211210_221309__146215__423::hmc__k562__0,0,0.507125,0.516379,0.549142
20211210_222736__775920__267::hmc__hepg2__0,0,0.658867,0.134500,0.261204
20211207_214935__668330__3807::sa__k562__2,0,0.496860,0.538315,0.647417
20211207_234119__367484__2761::sa__k562__1,0,0.485691,0.438458,0.573249
20211210_222135__426940__308::hmc__hepg2__0,0,0.715028,0.356467,0.463486
20211212_75659__621411__270::fsp__sknsh__0,0,-0.123720,-0.012348,-0.117831
20211210_223713__377193__343::hmc__sknsh__0,1,-0.413903,-0.163174,-0.389063
20211214_100033__420816__751::sa_rep__hepg2__0,0,0.914193,0.405614,0.840606
20211206_25528__41332638__29::al__hepg2__1,0,2.111939,0.954528,1.622281
20211207_141610__992334__1317::sa__sknsh__0,0,-0.250032,-0.021466,-0.201106
20211212_55149__346635__0::fsp__hepg2__0,0,2.200930,0.981481,2.026205
20211214_111905__704605__2286::sa_rep__sknsh__0,0,-0.007642,-0.000225,-0.018662
20211214_94001__624120__1543::sa_rep__k562__0,0,2.382975,0.585875,0.756886
20211212_92818__893131__1675::fsp__k562__5,0,-0.171879,0.053889,0.067549
20211207_85512__472183__1440::sa__hepg2__0,0,0.907714,0.375637,0.440768
20211210_223000__164483__142::hmc__sknsh__0,0,0.032896,0.053712,0.090660
20211212_61436__944763__1480::fsp__hepg2__4,0,1.178764,0.747282,0.942464
20211207_141610__992334__907::sa__sknsh__0,0,0.525156,-0.027386,-0.180780
20211206_24503__33072627__3435::al__hepg2__0,0,0.728483,0.574866,0.797850
20211210_222400__878831__108::hmc__hepg2__0,1,0.603798,0.460481,0.412251
20211212_12620__229779__1230::fsp__hepg2__0,0,2.521372,0.980576,2.215969
20211207_63610__124703__927::sa__hepg2__0,0,1.184843,0.425529,0.861870
20211214_111905__704605__2247::sa_rep__sknsh__0,1,0.217341,0.004349,0.037186
20211208_24513__37698702__25::al__hepg2__3,0,1.543170,0.957737,1.514811
20211207_224529__679056__5138::sa__k562__4,0,1.304647,0.418842,0.658641
20211212_61436__944763__506::fsp__hepg2__1,0,1.992866,0.952055,1.552254
20211208_54338__84059769__54::al__sknsh__5,0,-0.001967,-0.083029,-0.209339
20211210_222248__170431__7::hmc__hepg2__0,0,0.628768,0.672491,0.866530
20211212_52639__969454__1515::fsp__hepg2__5,0,0.638229,0.164444,0.189015
20211207_195336__853804__5694::sa__k562__4,0,0.327602,0.274798,0.289049
20211208_4744__21972583__86::al__k562__4,0,1.547000,0.699116,0.821337
20211212_75659__621411__1645::fsp__sknsh__5,0,0.257884,-0.038865,0.088227
20211212_92818__893131__1310::fsp__k562__4,0,0.137973,0.104646,0.132887
20211207_214935__668330__6716::sa__k562__5,0,0.922463,0.344132,0.506346
20211212_92818__893131__1268::fsp__k562__4,0,0.164048,0.389891,0.543035
20211212_22207__477844__926::fsp__k562__2,0,2.602994,0.936811,1.454908
20211207_234119__367484__3938::sa__k562__2,0,1.434213,0.765297,0.921111
20211207_212124__46481152__131::al__sknsh__0,0,0.550743,-0.037208,-0.322291
20211207_63610__124703__3789::sa__hepg2__2,0,1.657359,0.920849,1.430930
20211212_85225__619474__908::fsp__k562__2,0,0.453862,0.067133,0.040123
20211214_100033__420816__2109::sa_rep__hepg2__0,0,1.272145,0.516314,0.811042
20211212_14909__942569__1910::fsp__sknsh__0,0,-0.029955,-0.001626,-0.055533
20211210_223223__132172__220::hmc__sknsh__0,0,-0.266381,-0.163756,-0.421197
20211207_73549__261982__6239::sa__hepg2__5,0,1.136489,0.621912,0.835543
20211212_85225__619474__907::fsp__k562__2,0,0.023366,0.047094,0.015232
20211208_50948__55024735__67::al__sknsh__3,0,0.331489,-0.027746,-0.154650
20211210_222736__775920__150::hmc__hepg2__0,0,0.486294,0.516644,0.517082
20211207_214935__668330__5101::sa__k562__4,0,0.571891,0.250351,0.241412
20211207_205407__862697__2479::sa__k562__1,0,0.591922,0.290682,0.255589
20211212_14909__942569__71::fsp__sknsh__0,0,-0.556798,-0.013095,-0.137926
20211212_22207__477844__44::fsp__k562__0,0,3.615425,0.940188,1.485514
20211213_141901__715602__188::hmc__hepg2__0,1,-0.381279,-0.133065,-0.283924
20211212_61436__944763__563::fsp__hepg2__1,0,2.317525,0.957243,1.363609
20211207_63610__124703__3061::sa__hepg2__2,0,0.508727,0.438417,0.448955
20211207_63610__124703__407::sa__hepg2__0,0,1.422244,0.958140,1.798187
20211213_142614__766736__173::hmc__sknsh__0,1,-0.552072,-0.333218,-0.345850
20211212_10357__323391__905::fsp__k562__0,0,4.677427,0.924137,1.757881
20211207_100944__255626__6966::sa__hepg2__5,0,1.199414,0.832401,1.202146
20211207_100944__255626__341::sa__hepg2__0,0,1.306331,0.821198,0.993643
20211210_220707__684703__439::hmc__k562__0,0,1.661072,0.843535,1.205496
20211210_222400__878831__316::hmc__hepg2__0,0,0.862467,0.200707,0.428790
20211206_25338__24126851__83::al__sknsh__5,0,0.155234,-0.145768,-0.418687
20211210_221157__957271__433::hmc__k562__0,0,0.479365,0.229336,0.158497
20211212_55149__346635__710::fsp__hepg2__1,0,1.565118,0.925404,1.601488
20211212_92818__893131__332::fsp__k562__0,0,4.297784,0.946431,1.670208
20211207_185623__627393__6240::sa__sknsh__5,0,0.129769,0.013251,0.015761
20211212_92818__893131__1056::fsp__k562__3,0,1.205332,0.431495,0.474679
20211212_24754__730114__1171::fsp__k562__3,0,0.142769,0.126111,0.307143
20211206_221956__59439361__1522::al__k562__0,0,2.839091,0.784554,0.945027
20211214_111905__704605__2454::sa_rep__sknsh__0,1,-0.344766,0.003034,0.057433
20211210_222248__170431__186::hmc__hepg2__0,1,0.728556,0.553837,0.591872
20211207_63610__124703__2806::sa__hepg2__1,0,1.417443,0.753911,0.824178
20211212_10357__323391__689::fsp__k562__0,0,4.554411,0.980341,2.161950
20211210_194652__871920__1660::sa_uc__hepg2__0,0,4.367596,0.968992,2.697758
20211212_73316__958155__1470::fsp__sknsh__4,0,-0.075412,0.039955,0.189667
20211207_212124__46481152__965::al__sknsh__0,0,-1.388283,-0.013866,-0.218243
20211207_100944__255626__155::sa__hepg2__0,0,1.421037,0.936387,1.487815
20211214_94001__624120__3006::sa_rep__k562__0,0,1.197693,0.259364,0.463363
20211207_141610__992334__4293::sa__sknsh__3,0,-0.034048,0.047529,0.132205
20211207_100944__255626__4142::sa__hepg2__3,0,0.802857,0.195225,0.355985
20211207_141610__992334__5019::sa__sknsh__4,0,0.109325,-0.007709,-0.111332
20211207_163007__848589__982::sa__sknsh__0,0,-0.291292,-0.021533,-0.168799
20211212_122659__199840__1630::fsp__sknsh__5,0,0.203805,-0.140496,-0.160417
20211214_111905__704605__1572::sa_rep__sknsh__0,0,-0.139492,0.020881,0.179591
20211212_55149__346635__190::fsp__hepg2__0,0,1.985025,0.966447,1.635684
20211210_221157__957271__301::hmc__k562__0,0,1.613065,0.719805,0.856350
20211206_221956__59439361__1423::al__k562__0,0,2.847521,0.725414,0.950407
20211208_41545__46700778__86::al__sknsh__0,1,0.427496,0.006867,0.180367
20211212_12620__229779__34::fsp__hepg2__0,0,2.653330,0.965761,1.740583
20211212_73316__958155__1341::fsp__sknsh__4,0,0.926949,-0.014362,-0.049013
20211206_24503__33072627__2268::al__hepg2__0,0,2.386995,0.963531,1.777013
20211210_211422__435253__749::fsp_uc__sknsh__0,0,0.592747,-0.121118,-0.395071
20211210_221044__191551__389::hmc__k562__0,0,1.414931,0.654202,0.837318
20211214_94001__624120__1101::sa_rep__k562__0,0,2.716125,0.929679,1.296402
20211210_221646__981484__327::hmc__k562__0,0,1.116950,0.466292,0.500602
20211210_222625__481558__78::hmc__hepg2__0,0,0.889305,0.597810,0.802962
20211212_10357__323391__615::fsp__k562__0,0,3.969045,0.935255,1.800301
20211214_111905__704605__799::sa_rep__sknsh__0,0,0.508162,-0.037742,-0.133244
20211212_73316__958155__1081::fsp__sknsh__3,0,0.572576,0.059366,0.341781
20211207_212124__46481152__895::al__sknsh__0,0,-0.066485,-0.007527,-0.074189
20211207_205407__862697__654::sa__k562__0,0,3.454080,0.916572,1.261295
20211207_63610__124703__2016::sa__hepg2__1,0,0.552146,0.068673,0.003227
20211212_82245__817810__1042::fsp__sknsh__3,0,-0.495818,-0.217181,-0.392606
20211210_221758__613002__263::hmc__hepg2__0,0,0.470970,0.492712,0.456739
20211212_82245__817810__1721::fsp__sknsh__5,0,0.021677,-0.023798,-0.004214
20211214_94001__624120__2259::sa_rep__k562__0,0,1.398476,0.556170,0.787237
20211214_100033__420816__2786::sa_rep__hepg2__0,0,0.815783,0.833637,1.210734
20211212_52639__969454__768::fsp__hepg2__2,0,2.086383,0.962245,1.705028
20211207_163007__848589__3889::sa__sknsh__2,0,0.026539,-0.019820,-0.057003
20211207_85512__472183__2039::sa__hepg2__1,0,1.241221,0.775287,0.912212
20211212_10357__323391__1196::fsp__k562__0,0,3.294171,0.910180,1.296872
20211214_100033__420816__1179::sa_rep__hepg2__0,0,1.669415,0.373912,0.797124
20211210_222736__775920__484::hmc__hepg2__0,0,1.188265,0.595020,0.714096
20211212_82245__817810__581::fsp__sknsh__1,0,0.319136,-0.010690,-0.047621
20211214_94001__624120__2414::sa_rep__k562__0,0,1.746697,0.515650,0.910242
20211214_111905__704605__1145::sa_rep__sknsh__0,0,-0.076502,0.007221,0.100590
20211207_185623__627393__2784::sa__sknsh__1,0,0.135108,-0.066798,-0.260400
20211212_14909__942569__1793::fsp__sknsh__0,0,-0.020686,-0.002739,0.031933
20211206_221956__59439361__239::al__k562__0,0,3.806457,0.907962,1.445271
20211207_85512__472183__1883::sa__hepg2__0,0,1.827323,0.800362,0.796535
20211212_52639__969454__720::fsp__hepg2__1,0,2.214510,0.972958,1.762989
20211212_122659__199840__1032::fsp__sknsh__3,0,-0.166129,-0.276718,-0.503621
20211207_152258__777391__1269::sa__sknsh__0,0,0.810488,0.009996,0.121765
20211212_45907__313665__457::fsp__hepg2__0,0,2.033723,0.702194,1.136057
20211212_24754__730114__373::fsp__k562__0,0,2.822596,0.883791,1.248331
20211212_14909__942569__739::fsp__sknsh__0,0,-0.646426,-0.008916,-0.128171
20211210_223223__132172__376::hmc__sknsh__0,0,0.567209,-0.110667,-0.330146
20211210_222135__426940__60::hmc__hepg2__0,0,0.507441,0.294921,0.226792
20211214_111905__704605__3306::sa_rep__sknsh__0,0,-0.106686,-0.028609,-0.227775
20211214_111905__704605__968::sa_rep__sknsh__0,0,0.234517,0.011312,0.254913
20211206_221956__59439361__1136::al__k562__0,0,2.028489,0.689882,0.928044
20211207_185623__627393__1987::sa__sknsh__0,0,0.179251,-0.002655,-0.058657
20211207_152258__777391__4271::sa__sknsh__3,0,-0.457330,-0.138830,-0.239796
20211212_73316__958155__773::fsp__sknsh__2,0,0.203090,-0.108358,-0.199310
20211206_24503__33072627__2695::al__hepg2__0,0,4.147180,0.980534,2.611085
20211207_63610__124703__5233::sa__hepg2__4,0,1.343843,0.862934,1.332565
20211213_142502__650549__197::hmc__sknsh__0,1,-1.563664,-0.759622,-0.875156
20211207_85512__472183__113::sa__hepg2__0,0,2.051284,0.836935,1.276011
20211212_122659__199840__869::fsp__sknsh__2,0,0.845732,-0.064789,-0.239937
20211207_205407__862697__5575::sa__k562__4,0,0.168206,0.357725,0.455887
20211214_100033__420816__11::sa_rep__hepg2__0,1,0.750040,0.051383,0.464385
20211214_111905__704605__270::sa_rep__sknsh__0,1,-0.015168,0.013799,0.153796
20211207_85512__472183__3587::sa__hepg2__2,0,0.552693,0.102527,0.358267
20211212_122659__199840__345::fsp__sknsh__0,0,-0.537518,-0.024109,-0.284975
20211207_85512__472183__858::sa__hepg2__0,0,1.957536,0.910357,1.420554
20211206_24503__33072627__2937::al__hepg2__0,1,1.463390,0.749418,1.292774
20211207_73549__261982__6395::sa__hepg2__5,0,1.071684,0.344619,0.505904
20211214_94001__624120__312::sa_rep__k562__0,0,2.005410,0.534364,0.835430
